Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Assistant Project Manager - EPC,2025-02-23,https://jobright.ai/jobs/info/67ce6fae6712357e0e018542?utm_source=1100&utm_campaign=pm,On Site,"Alvarado, TX",MYR Group,5001-10000,"Construction,Electrical Distribution",$62K-$93K /yr,"1. Minimum 1 year of experience as Estimator or Project Engineer in the high voltage, EPC, electrical construction industry required
2. Bachelor's degree in Construction Management, Civil Engineering or related field; combination of relevant education and experience considered in lieu of degree
3. Proficiency with MS Excel, and Word
4. Superior verbal and written communication skills
5. Superior analytical and organizational skills
...",no,
STS Project Manager,2025-02-23,https://jobright.ai/jobs/info/675a0cb88a5abc332d8fa813?utm_source=1100&utm_campaign=pm,On Site,"Grove City, OH","Securitas Security Services USA, Inc.",10000+,"Public Safety,Risk Management",$29-$29 /hr,"1. Must be at least 18 years of age.
2. Must have a reliable means of communication (i.e., pager or phone).
3. Must have a reliable means of transportation (public or private).
4. Must have the legal right to work in the United States.
5. Must have the ability to speak, read, and write English.
...",no,
Project Coordinator 1,2025-02-22,https://jobright.ai/jobs/info/679cd46263f0674f725e256f?utm_source=1100&utm_campaign=pm,On Site,"Martinsburg, WV",GovCIO,1001-5000,"Consulting,IT Infrastructure",$47K-$75K /yr,"1. Bachelor's with 0 - 2 years (or commensurate experience)
2. Clearance Required: Public Trust
3. Knowledge/experience with Microsoft Power BI data analytics tool",no,yes
"Project Administrative Assistant , PGIM DEI Office ( Part-time / Hybrid - Newark, NJ)",2025-02-22,https://jobright.ai/jobs/info/679d5996af6620d4252ddfae?utm_source=1100&utm_campaign=pm,Hybrid,"Newark, NJ",PGIM,1001-5000,Asset Management,$65K-$78K /yr,"1. Discretion required in handling highly sensitive and confidential information
2. Ease in working in a fast-paced environment and adapting to changing priorities
3. Excellent proficiency in Microsoft Outlook; pride in maintaining an exemplary executive calendar; strong skills in Excel, Word and PowerPoint
4. Technologically savvy – familiar with digital apps and online resources
5. Exceptional written communications, with the ability to synthesize insights into compelling presentations.
...",not sure,
Project Coordinator,2025-02-22,https://jobright.ai/jobs/info/67b94b3bc7f8cdc3a1fdc503?utm_source=1100&utm_campaign=pm,On Site,"Minneapolis, MN","Interior Logic Group, Inc.",1001-5000,Construction,$19-$20 /hr,"1. Ability to connect with customers to discuss installation timeframes and manage expectations
2. Experience responding to incoming customer calls
3. Ability to follow up with customers once work is completed to ensure complete satisfaction
4. Problem-solving skills for addressing customer issues
5. Strong communication skills to ensure customer-focused correspondence
...",not sure,
Assistant Project Manager - EPC,2025-02-21,https://jobright.ai/jobs/info/67b95bc63880833109e4faf4?utm_source=1100&utm_campaign=pm,On Site,"Alvarado, TX","Great Southwestern Construction, Inc.",,Construction,$62K-$93K /yr,"1. Minimum 1 year of experience as Estimator or Project Engineer in the high voltage, EPC, electrical construction industry required
2. Bachelor's degree in Construction Management, Civil Engineering or related field; combination of relevant education and experience considered in lieu of degree
3. Proficiency with MS Excel, and Word
4. Superior verbal and written communication skills
5. Superior analytical and organizational skills
...",no,
Associate Project Manager,2025-02-21,https://jobright.ai/jobs/info/67b8c62a376337f33e3c0d45?utm_source=1100&utm_campaign=pm,On Site,"Minocqua, WI",ETS-Lindgren,501-1000,"Electronics,Manufacturing",$60K-$75K /yr,"1. Bachelor's degree in Construction Management or Engineering
2. Familiarity with contracts and construction management concepts
3. Familiarity with a variety of the field's concepts, practices, and procedures
4. Valid Driver’s License
5. May need to apply for US Security Clearance",no,
Project Manager,2025-02-21,https://jobright.ai/jobs/info/67b8acf0af0c59a515278ce2?utm_source=1100&utm_campaign=pm,Hybrid,"Louisville, KY",GeoStabilization International®,251-500,,$65K-$75K /yr,"1. Bachelor’s degree in engineering, geology, or construction management or equivalent experience.
2. Minimum of 1+ years of related field, engineering or project management experience.
3. Ability to travel up to 30% within the United States. Travel is irregular, across the region for project set-up, problem solving or client interactions as needed.
4. Strong project management skills, including the ability to develop and manage project plans, schedules, budgets, and resources.
5. Experience with lean tools, daily management concepts and practices.
...",no,
Associate Project Manager - Homebuilder Digital Tools,2025-02-21,https://jobright.ai/jobs/info/67b78a06640e0d4bdab7f9e8?utm_source=1100&utm_campaign=pm,Remote,United States,Paradigm,251-500,"CRM,Information Technology",$55575 /yr,"1. 1-3 Years of demonstrated success as a Project Manager.
2. Strong communication skills with the ability to translate complex technical messages, spotlight benefits & tradeoffs to provide clarity & direction.
3. Incredibly organized with an emphasis on attention to all the details.
4. Strong problem solver with the ability to lead a team of non-direct reports to push the solution & progress.",not sure,
Temporary Project Coordinator (Hybrid) | Network Solutions,2025-02-21,https://jobright.ai/jobs/info/677dcd3977fa9b8017b277d2?utm_source=1100&utm_campaign=pm,Hybrid,"Maryland Heights, MO",CBIZ,10000+,"Bookkeeping and Payroll,Management Consulting",$19-$21 /hr,"1. Strong troubleshooting/problem-solving skills
2. Basic Math aptitude
3. Ability to prioritize multiple projects and meet deadlines
4. Excellent customer service delivery
5. Strong verbal and written skills
...",not sure,
Commercial Project Management Development Program,2025-02-21,https://jobright.ai/jobs/info/6780aa2fb02dc343c02856d0?utm_source=1100&utm_campaign=pm,On Site,"Sacramento, CA",Siemens,10000+,"Artificial Intelligence (AI),Consulting",$72000-$72000 /yr,"1. Bachelor’s Degree in Finance, Business Administration, Accounting, Economics, Business Management (must graduate by Spring 2025)
2. Be willing and able to relocate for the rotation assignment every 6 months based off of rotation needs (we will provide relocation assistance for those who need to relocate more than 50 miles from their permanent address)
3. Familiarity and comprehension of finance, accounting, procurement, manufacturing, contract review, logistics, negotiations and strategy
4. Work Authorization: Legally authorized to work in the United States on a continual and permanent basis without company sponsorship.",no,
Project Coordinator,2025-02-21,https://jobright.ai/jobs/info/67b3ced2fb6fde545865e137?utm_source=1100&utm_campaign=pm,On Site,"Hayward, CA",Restoration Management Company,251-500,"Construction,Electronics",$20-$32 /hr,"1. High School Diploma or equivalent.
2. Use of good judgement and discretion with handling confidential data.
3. Good knowledge in working with MS Office.
4. Customer service focus, with excellent interpersonal skills.
5. Good grasp of English.
...",not sure,
PROJECT ANALYST: HARBERT INSTITUTE FOR INNOVATION AND ENTREPRENEURSHIP,2025-02-21,https://jobright.ai/jobs/info/67b869aff07d2eb3b9c33ce2?utm_source=1100&utm_campaign=pm,On Site,"Birmingham, AL",University of Alabama at Birmingham,10000+,"Education,Health Care",$61K-$76K /yr,"1. Master's degree in Biological Sciences, Molecular Medicine, Pharmacology, Immunology or a related field
2. One (1) year of related experience required
3. Work experience may NOT substitute for education requirement",not sure,
Project Coordinator,2025-02-21,https://jobright.ai/jobs/info/67ba12f004d6f693e57d0b99?utm_source=1100&utm_campaign=pm,On Site,"Delray Beach, FL",Marvin,5001-10000,Real Estate,$19-$24 /hr,"1. Strong attention to detail, excellent organization skills, and the ability to prioritize tasks effectively.
2. A positive, customer-centric mindset with a proactive approach.
3. High energy and passion for delivering an outstanding customer experience.
4. Advanced customer service skills, both in person and through digital communication channels.
5. Strong verbal and written communication skills.
...",not sure,
REMOTE - Project Manager I - Integration - R8684,2025-02-21,https://jobright.ai/jobs/info/67b8082566865c2c9a62f4d3?utm_source=1100&utm_campaign=pm,Remote,United States,CareSource,1001-5000,"Health Care,Medical",$62K-$98K /yr,"1. Associate Degree in Project Management or related field or equivalent years of relevant work experience is required
2. Minimum of one (1) year of program coordination or project management experience is required
3. Experience with Microsoft Office tools, including Project, Word, PowerPoint, Excel, Visio, Teams, Outlook, etc.
4. Demonstrates analysis and reporting skills
5. Ability to drive/make decisions and solve problems
...",not sure,
Project Manager - Hazardous Waste,2025-02-20,https://jobright.ai/jobs/info/67b824207ea8699bcfebe251?utm_source=1100&utm_campaign=pm,On Site,"10633 RUCHTI RD, SOUTH GATE, CA, 90280, US",WM,10000+,"Energy,Environmental Engineering",$87975-$96670 /yr,"1. 1-3 of Project Management & Hazardous Waste experience
2. Supervisory experience
3. Chemistry knowledge as it pertains to identification & segregation process of haz waste
4. 40HR Hazwoper & 8HR Refresher compliant
5. CA Title 22 (OSHA) & DOT Knowledge
...",not sure,
Operations Project Coordinator,2025-02-20,https://jobright.ai/jobs/info/67b49674ff041df0d9b10e44?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Triangle Area
Durham, NC",Alphanumeric Systems,501-1000,"Pharmaceutical,Software",$50K-$65K /yr,"1. Bachelors degree or equivalent experience
2. Exhibit exceptional time and project management skills for multiple projects at various stages in a fast-paced environment
3. Great attention to detail and accuracy
4. Possess excellent communication skills, both oral and written
5. Ability to work effectively with stakeholders across various functions
...",not sure,
Project Coordinator,2025-02-20,https://jobright.ai/jobs/info/67b800b33dae3fa8f6a4cc2a?utm_source=1100&utm_campaign=pm,On Site,"Denver, CO","DH Pace Company, Inc.",1001-5000,"Building Material,Consulting",$24-$24 /hr,"1. Must have detailed knowledge of Microsoft Office
2. Successful completion of references, employment verifications, background check, and drug screen required in advance of hire.",not sure,
"Project Manager, CMC",2025-02-20,https://jobright.ai/jobs/info/67b7fcafd9a3e4b4aa3d2d4d?utm_source=1100&utm_campaign=pm,On Site,"Redwood City, CA",Adverum Biotechnologies,101-250,"Biotechnology,Pharmaceutical",$74K-$83K /yr,"1. 1-2 years of project management experience of Technical Project Management in the Pharma CMC space
2. Proficient with Microsoft Office, Microsoft Project
3. Experience with Timeline Management and Meeting Facilitation
4. Experience working with vendors/clients
5. Laboratory experience/exposure
...",not sure,
Project Coordinator,2025-02-20,https://jobright.ai/jobs/info/67b7e897033a2799237982ee?utm_source=1100&utm_campaign=pm,On Site,"Denver, CO",Lifetime Home Remodeling,51-100,"Construction,Home Improvement",$55000-$55000 /yr,"1. At least 1 year of CRM management experience
2. 5 years of customer service experience (phone or in-person preferred)
3. Proficiency in Outlook, Excel, OneDrive, and SharePoint
4. High School Diploma or equivalent required
5. Ability to communicate empathetically and effectively with customers, maintaining a focus on resolution
...",not sure,
Associate Project Manager,2025-02-20,https://jobright.ai/jobs/info/67b7d4cad98ab6ae5ff1900f?utm_source=1100&utm_campaign=pm,On Site,"Portland, OR",Avangrid,,Charity,$71K-$89K /yr,"1. Bachelor's degree in engineering, construction management or related study, or equivalent combination of education and experience.
2. 1+ years experience in project management, construction management or engineering or a related field; utility transmission, distribution, or generation experience highly preferred.
3. Demonstrated oral and written communication skills, including effective negotiating and dispute resolution skills.
4. Knowledge of the principles and practices of project management.
5. Proficiency using tools such as Word, Excel, PowerPoint, or other Enterprise Management System
...",not sure,
"Project Manager, CMC",2025-02-20,https://jobright.ai/jobs/info/67b7cd353917dc9ec94f71a6?utm_source=1100&utm_campaign=pm,On Site,"Redwood City, CA",Adverum Biotechnologies,101-250,"Biotechnology,Pharmaceutical",$73500-$82536 /yr,"1. 1-2 years of project management experience of Technical Project Management in the Pharma CMC space
2. Proficient with Microsoft Office, Microsoft Project
3. Experience with Timeline Management and Meeting Facilitation
4. Experience working with vendors/clients
5. Laboratory experience/exposure
...",not sure,
Project Information/Document Specialist I,2025-02-20,https://jobright.ai/jobs/info/67b5354064268cf8c0965092?utm_source=1100&utm_campaign=pm,On Site,"Chicago, IL",AECOM,10000+,"Civil Engineering,Construction",$58K-$82K /yr,"1. Completed bachelor's degree plus none or demonstrated equivalency of experience and/or education.
2. Valid U.S. Driver’s License required to regularly drive AECOM vehicles to project sites.
3. As a condition of employment, selected candidate must pass a Motor Vehicle Records review.",no,
Project Manager,2025-02-20,https://jobright.ai/jobs/info/67b7c8fba3c2453cf9de2cc9?utm_source=1100&utm_campaign=pm,On Site,"Beaverton, OR",ABM Industries,10000+,"Facilities Support Services,Facility Management",$80000-$80000 /yr,"1. 1-2 years of Supervisor experience
2. 1-2 years of customer service experience
3. Working knowledge of janitorial equipment
4. Working knowledge of OSHA required processes
5. Intermediate level of Microsoft programs
...",not sure,
Project Coordinator I,2025-02-20,https://jobright.ai/jobs/info/67b7cb2b6ae01bcdc053fcd2?utm_source=1100&utm_campaign=pm,On Site,"Clifton Park, NY","TRC Companies, Inc.",5001-10000,"Consulting,Energy",$65K-$73K /yr,"1. 1+ years of administrative support or entry-level project management support
2. Bachelor's degree or equivalent
3. Writing standard operating procedures
4. Collect and document project requirements, successfully handle multiple projects simultaneously, and meet deadlines in a fast-paced environment
5. Excellent verbal and written communication skills, time management organizational skills, and attention to detail
...",not sure,
Project Coordinator,2025-02-20,https://jobright.ai/jobs/info/67b7ae21e3bf7d24719300de?utm_source=1100&utm_campaign=pm,On Site,"Boston, MA",Dutech Systems,51-100,"Consulting,Information Technology",$20-$25 /hr,"1. Word
2. Excel
3. documentation
4. word editing
5. formatting
...",not sure,
Jr. Project Manager,2025-02-20,https://jobright.ai/jobs/info/679ae037b3e8097bf59bd388?utm_source=1100&utm_campaign=pm,On Site,"Milpitas, CA",Corsair,101-250,"Computer,Hardware",$35-$45 /hr,"1. Prior experience (1+ years) in project management or a related field.
2. Excellent written and verbal communication skills.
3. Strong organizational skills with the ability to manage multiple tasks simultaneously.
4. Problem-solving ability and attention to detail.
5. Team-oriented with the ability to collaborate with various stakeholders.
...",not sure,
Environmental Field Project Manager,2025-02-19,https://jobright.ai/jobs/info/6799a423656a09543798492f?utm_source=1100&utm_campaign=pm,On Site,"Santa Ana, CA",Montrose Environmental Group,1001-5000,Environmental Engineering,$24-$27 /hr,"1. High School diploma or equivalent
2. Intermediate knowledge in LDAR related hardware and tools
3. Intermediate knowledge in applicable Federal, State and Local LDAR regulations
4. 1+ years minimum of LDAR experience
5. Experience leading a team
...",no,
Project Manager I,2025-02-19,https://jobright.ai/jobs/info/67b6a4bd9ed2919bb0cdc5e1?utm_source=1100&utm_campaign=pm,Hybrid,"Madison, WI",University of Wisconsin-Madison,10000+,"Education,Universities",$65K-$94K /yr,"1. Experience in project management providing clear direction and establishing work priorities to achieve goals.
2. Demonstrated track record of organizational skills, attention to details, and meeting deadlines.",not sure,
"Assistant Project Manager - Aviation, Education Sectors",2025-02-19,https://jobright.ai/jobs/info/675a3ed1d6e2ea18361d3011?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",STV,1001-5000,"Construction,Consulting",$71K-$95K /yr,"1. Perform a variety of increasingly complex and technical duties related to the District's facilities planning and construction program; provide project coordination and management support to department activities and projects.
2. Prepare and maintain of a variety of reports, records and files related to assigned activities; maintain data for long and short-range planning; compose written and oral communications to convey information in accordance with District policies and procedures.
3. Review, analyze and make recommendations for professional services contracts.
4. Assist in performing fiscal analysis related to facilities planning and construction accounting, budgeting, invoicing and payment requests; assist in the preparation of expenditure and close-out reports with regulatory agencies.
5. Monitor accounts to assure funds are appropriately expended and assure compliance with applicable laws, codes, rules and regulations.
...",no,
Associate Project Controls. Change Management Coordinator,2025-02-19,https://jobright.ai/jobs/info/67b38d78156b5bd8bc72fc79?utm_source=1100&utm_campaign=pm,On Site,"Greenville, SC",Fluor Corporation,10000+,"Building Maintenance,Building Material",$55K-$94K /yr,"1. Accredited four (4) year degree or global equivalent in applicable field of study and no required years of work-related experience or a combination of education and directly related experience equal to four (4) years if non-degreed; some locations may have additional or different qualifications in order to comply with local requirements
2. Ability to communicate effectively with audiences that include but are not limited to management, coworkers, clients, vendors, contractors, and visitors
3. Job related technical knowledge necessary to complete the job
4. Ability to learn and apply knowledge of applicable local, state/province, and federal/national statutes and guidelines
5. Ability to attend to detail and work in a time-conscious and time-effective manner",no,
Cathodic Protection Project Manager,2025-02-19,https://jobright.ai/jobs/info/67b7812086ddc435d9603be2?utm_source=1100&utm_campaign=pm,On Site,"Houston, TX","Mesa Associates, Inc",501-1000,"Computer,Consumer Electronics",$62K-$86K /yr,"1. Degree in Construction Management or equivalent work experience
2. 1 - 5 years’ experience in similar project management environment
3. Excellent communication and interpersonal skills
4. Excellent time management and organizational skills
5. Good computer skills - primarily MS Office and AutoCAD
...",not sure,
Junior IT Project Manager,2025-02-19,https://jobright.ai/jobs/info/67b678983e92d395cfdbbb68?utm_source=1100&utm_campaign=pm,Remote,United States,Orange Logic,51-100,"Asset Management,Digital Media",$70K-$90K /yr,"1. Obtained a bachelor’s degree in information technology, Computer Science, Business Administration
2. Very strong communication and interpersonal skills, with the ability to effectively liaise between technical and non-technical stakeholders.
3. Knowledge of Agile methodology and experience in organizing and coordinating sprints.
4. Experience with ticketing systems such as Jira, Monday, Asana, or similar tools.
5. Basic technical understanding of AWS, Infrastructure as Code (IaC) tools like Terraform and Ansible, bash scripting, and DNS/SSO/SMTP configurations.",not sure,
Material Project Coordinator,2025-02-19,https://jobright.ai/jobs/info/67b68a5218c4a1d83611f079?utm_source=1100&utm_campaign=pm,On Site,"Benicia, CA",RIX Industries,101-250,"Industrial Engineering,Manufacturing",$25 /hr,"1. High School Diploma or equivalent.
2. Ability to focus in a busy and distracting environment.
3. Knowledge of Production and inventory control (P&IC) techniques.
4. Understanding of manufacturing processes.
5. Should have a basic understanding of MRP principles.
...",no,
"Assistant Project Manager-Madison, WI",2025-02-19,https://jobright.ai/jobs/info/67b6bc03206428dd7640f08d?utm_source=1100&utm_campaign=pm,Hybrid,"Madison, WI",Faith Technologies,1001-5000,"Manufacturing,Product Design",$70K-$78K /yr,"1. Bachelor’s Degree in Construction Management/Electrical Engineering
2. Minimum of 1-2 years of experience in electrical construction, project management, or a related field
3. Proficient in the use of a PC and Microsoft Office Suite
4. Ability to travel 15-20%
5. Ability to work typical hours between 7:00 a.m. and 5:00 p.m. Monday – Friday, with flexibility to work at any time on any day of the week to meet business needs",not sure,
Technology Project Coordinator,2025-02-19,https://jobright.ai/jobs/info/67b7182dcf69dd3a4dfdddbb?utm_source=1100&utm_campaign=pm,On Site,"Chicago, IL",National Louis University,,,$25-$37 /hr,"1. Bachelor’s Degree
2. 1-3 years strong verbal and written communication.
3. Familiar with Microsoft Office Suite
4. Excellent analytical and problem-solving skills
5. Ability to work effectively both independently and as part of a team
...",not sure,
"Associate, Project Management",2025-02-19,https://jobright.ai/jobs/info/67b7182dcf69dd3a4dfde1e4?utm_source=1100&utm_campaign=pm,Hybrid,United States,GMR Marketing,501-1000,Advertising,$46K-$56K /yr,"1. General understanding of GMR’s project lifecycle from new business to reconciliation.
2. Program leadership: Assist with project planning, estimating, scenario planning, and detailed scoping of multi-workstream programs. Assist with project and financial reporting procedures across assigned projects – including scoping, resourcing, change management, and risk management. Proactively identify at-risk projects addressing issues and escalating issues as needed. Track learnings and identify opportunities and implement for continuous improvement.
3. Program management: Aid in project estimates and SOWs based on Subject Matter Experts' (SME) input. Assist with workflow and change management for assigned portfolios of projects and monitor project financials to identify potential overruns, taking corrective action when needed.
4. Collaboration: Collaborate with the Enablement Office to establish best practice processes that meet client business needs. Partner with the Resource Planner to assign team members based on scope, budget, and timeline.
5. Flexibility: Thrive in a remote work environment and have the flexibility to work across multiple time zones, domestically and/or internationally.",not sure,
"Project Administrator, Innovation - Remote - Nationwide",2025-02-19,https://jobright.ai/jobs/info/67b5caa6cd7fea865f2ae2ff?utm_source=1100&utm_campaign=pm,Hybrid,"Sacramento, CA",Vituity,1001-5000,"Health Care,Medical",$20-$25 /hr,"1. High diploma or equivalent required.
2. One (1) year of experience providing project support and coordination required.
3. Strong writing skills, legibility, and spelling proficiency.
4. Working knowledge of Microsoft O365, Google Workspace applications, and Canva.
5. Professional demeanor with timely, strong interpersonal and communication skills; must be a team player.
...",not sure,
Legal Project Manager II,2025-02-19,https://jobright.ai/jobs/info/67981f4bce53d75a48a6b7aa?utm_source=1100&utm_campaign=pm,Hybrid,"Multi Location
Baltimore, MD
Nashville, TN
Dallas, TX
Washington, DC
Boise, ID
Charlotte, NC
Madison, WI
Sioux Falls, SD
Las Vegas, NV
Boulder, CO
Miami, FL
Palo Alto, CA
Minneapolis, MN
Detroit, MI
Houston, TX
Raleigh, NC
Cleveland, OH
Philadelphia, PA
Phoenix, AZ
Denver, CO
San Diego, CA",Affirm,1001-5000,"Financial Services,FinTech",$100000-$140000 /yr,"1. 1-3 years of litigation paralegal experience in either an in-house legal department or law firm
2. Outstanding attention to detail and organizational and time management skills
3. Background as a key member of a successful team
4. Excellent interpersonal and communication skills, including diplomacy, sensitivity, and interacting well with team members at all levels
5. Detailed and flexible: able to work independently and with limited supervision, and enjoy a fast-paced environment of innovation
...",no,
Model Operation Project Specialist - Trust & Safety - San Jose,2025-02-18,https://jobright.ai/jobs/info/67bdb642d90e8fd4c3daee63?utm_source=1100&utm_campaign=pm,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$67K-$107K /yr,"1. Bachelor's degree or above; recent graduates are welcome
2. Fluency in both English and Mandarin required: The role involves frequent communication with global teams, clients, and stakeholders in English-speaking regions as well as in Chinese-speaking markets. Proficiency in Mandarin is essential to effectively engage with Chinese-speaking partners, understand cultural nuances, and navigate business transactions in key markets, ensuring smooth cross-cultural collaboration and market expansion.
3. Quick learner, self-motivated, with internship experience in product management, project management, or a related field
4. Strong ownership, great time management, capable of coordinating resources and solving problems under stress
5. Basic data analysis skills and the ability to manage time effectively and handle stress.",not sure,
Project Assistant,2025-02-18,https://jobright.ai/jobs/info/67b549489469dcd23ddfdc0f?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",University of Southern California,10000+,"Education,Higher Education",$26-$33 /hr,"1. High school or equivalent
2. 1 year of experience
3. Knowledge of data collection procedures
4. Some experience with proposal preparation and production of technical documents",not sure,
Assistant Project Manager,2025-02-18,https://jobright.ai/jobs/info/67ce42f6350cb13d0c424b4a?utm_source=1100&utm_campaign=pm,On Site,"Upland, California","Communications Construction Group, LLC",501-1000,"Civil Engineering,Construction",$68640-$70720 /yr,"1. To be 18 years of age or older
2. Authorization to work in the United States for this company
3. Possess valid Driver’s License
4. At least 1-3 years relevant experience
5. Must be able to pass background and drug screen
...",no,
Project Assistant,2025-02-18,https://jobright.ai/jobs/info/67b52d66d3564e54ea01d2aa?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Santa Barbara, CA
Ventura, CA",Rosendin,1001-5000,,$23-$34 /hr,"1. Associate degree in Business Management, Construction Management, or related field
2. Minimum 1-2 years’ project management support experience, preferably in a construction environment
3. Experience in the construction industry
4. Knowledge and ability to read blueprints; materials and pricing using Biddle Book; project management procedures and working knowledge of scheduling software
5. Computer, filing, and 10-key skills required
...",not sure,
 Assistant Project Manger,2025-02-18,https://jobright.ai/jobs/info/67b50fe830edad0dc40a745a?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",Lincoln Property Company,5001-10000,"Commercial,Property Management",$110000-$125000 /yr,"1. Minimum of 1-3 years of experience in project management, ideally within the commercial real estate or construction industry.
2. Experience assisting in the management of multiple projects simultaneously from planning to completion.
3. Strong organizational skills with the ability to multitask and manage competing priorities.
4. Proficiency in project management software and tools (e.g., Microsoft Project, Asana, Trello).
5. Basic knowledge of project budgeting and cost control.
...",no,
Assistant Project Manger,2025-02-18,https://jobright.ai/jobs/info/67b50fe830edad0dc40a7469?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",Lincoln Property Company,5001-10000,"Commercial,Real Estate",$110000-$125000 /yr,"1. Minimum of 1-3 years of experience in project management, ideally within the commercial real estate or construction industry.
2. Experience assisting in the management of multiple projects simultaneously from planning to completion.
3. Strong organizational skills with the ability to multitask and manage competing priorities.
4. Proficiency in project management software and tools (e.g., Microsoft Project, Asana, Trello).
5. Basic knowledge of project budgeting and cost control.
...",no,
Assistant Project Manger,2025-02-18,https://jobright.ai/jobs/info/67b50fe830edad0dc40a7507?utm_source=1100&utm_campaign=pm,On Site,"Los Angeles, CA",Lincoln Property Company,5001-10000,"Commercial,Real Estate",$110K-$125K /yr,"1. Minimum of 1-3 years of experience in project management, ideally within the commercial real estate or construction industry.
2. Experience assisting in the management of multiple projects simultaneously from planning to completion.
3. Strong organizational skills with the ability to multitask and manage competing priorities.
4. Proficiency in project management software and tools (e.g., Microsoft Project, Asana, Trello).
5. Basic knowledge of project budgeting and cost control.
...",no,
Commercial Associate Project Manager,2025-02-18,https://jobright.ai/jobs/info/67b4eabad7f67d8c4e87b0d5?utm_source=1100&utm_campaign=pm,On Site,"Rockford, IL",PCI Pharma Services,1001-5000,"Biotechnology,Health Care",$57K-$64K /yr,"1. Associate's Degree in a related field and/or 1-3 years related experience and/or training.
2. College Level Mathematical Skills
3. Intermediate Computer Skills: Ability to perform more complex computer tasks and has knowledge of various computer programs.
4. Full Professional Proficiency: Ability to speak, read, and write fluently and accurately on all levels pertinent to professional needs.
5. High Reasoning: Ability to solve practical problems and deal with a variety of concrete variables in situations where there is only limited standardization. Ability to interpret a variety of instructions that may be provided in various forms.",no,
"Building Automation Systems Project Manager –  Philadelphia, PA",2025-02-18,https://jobright.ai/jobs/info/67b48c5572046793a0173f2e?utm_source=1100&utm_campaign=pm,On Site,"Blue Bell, PA",Siemens,10000+,"Artificial Intelligence (AI),Consulting",$74K-$127K /yr,"1. High School Diploma or state-recognized GED
2. 1+ years experience in HVAC/building automation controls, either as a Specialist/Commissioning Technician/Engineering Specialist with some project managing experience or as a Project Manager; experience managing projects in similar industry may also be considered
3. Must be able to demonstrate the ability to read and understand MEP drawings and specifications, and electrical, network, and control wiring diagrams; prior exposure to industry-standard communication protocols such as Ethernet, Modbus, and BACnet
4. Experience with Microsoft Office and Microsoft Project
5. Must be 21 years of age and possess a valid driver's license; must meet Siemens Fleet eligibility requirements to participate in company vehicle program
...",no,
Project Coordinator,2025-02-17,https://jobright.ai/jobs/info/67b38e56722190c52dfaf96f?utm_source=1100&utm_campaign=pm,On Site,"Philadelphia, PA",Drexel University,5001-10000,,$41K-$62K /yr,"1. Bachelor’s Degree or the equivalent combination of education and work experience.
2. 0-2 Years of Experience",not sure,yes
Assistant Project Manager,2025-02-16,https://jobright.ai/jobs/info/67c51334927396fe0c638717?utm_source=1100&utm_campaign=pm,Remote,United States,Aldridge Electric,501-1000,"Electronics,Telecommunications",$70K-$100K /yr,"1. Bachelor’s Degree in Construction Management, Engineering, Business Management, other related major, or equivalent construction/Union trade background
2. Internships or other relevant work experience
3. Strong work ethic
4. Problem solving and critical thinking skills
5. Ability to prioritize and manage time
...",not sure,
Assistant Project Manager,2025-02-16,https://jobright.ai/jobs/info/67b27b9050a8a88546d8e970?utm_source=1100&utm_campaign=pm,On Site,"Irvine, CA",Caltec,11-50,"Consumer Goods,Product Design",$57K-$65K /yr,"1. Strong organizational skills and the ability to manage time effectively
2. Exceptional communication and interpersonal abilities
3. Competence in reading and interpreting contracts, schematics, and blueprints
4. Detail-oriented with a commitment to accuracy
5. Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint)",not sure,
Project Manager,2025-02-16,https://jobright.ai/jobs/info/6763603e6e0e512866915cc3?utm_source=1100&utm_campaign=pm,On Site,"Westchester, IL",Trinity Health,10000+,"Delivery,Health Care","$67,828.80-$105,144 /yr","1. Associates Degree
2. Bachelors Degree OR equivalent training acquired via work experience or education
3. 1-2 years of previous job-related experience",not sure,
Infrastructure Project Coordinator,2025-02-16,https://jobright.ai/jobs/info/677759444dcd8d6d637006e9?utm_source=1100&utm_campaign=pm,Hybrid,"New York, NY",Mizuho,10000+,"Banking,Financial Services",$65K-$110K /yr,"1. Coordinate and facilitate meetings with stakeholders as needed
2. Support project management team in creation of presentations and maintenance of tracking sheets
3. Provide centralized order placement on behalf of PMs and project owners
4. Track and engage vendors as well as accounting team on invoicing issues
5. Provide centralized resource onboarding and maintenance for large scale projects
...",not sure,
