Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Machine Learning Scientist Graduate (TikTok Recommendation-Large Recommender Models) - 2025 Start (Master),2025-05-27,https://jobright.ai/jobs/info/67c3275c81697e4b7053f363?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$116K-$250K /yr,"1. Master's degree in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Experience in one or more areas of recommender systems, machine learning, computer vision, or natural language processing.
3. Proficiency in programming skills, solid foundation in data structures and algorithms.
4. Strong familiarity with deep learning architectures such as transformers, CNNs, RNNs, LSTMs, etc.
5. Excellent analytical and problem-solving skills, with the ability to collaborate effectively in cross-functional teams.",not sure,yes
Machine Learning Engineer Graduate (Data-Search-TikTok Recommendation - San Jose) - 2025 Start (BS/MS),2025-05-27,https://jobright.ai/jobs/info/6826deddbda62b0c1d13c182?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Recent year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Proficient coding skills and strong algorithm & data structure basis.
4. Effective communication and teamwork skills.
5. Experience in one or more of the following areas: NLP, Ranking, Ads, search engine, recommender system, distributed system, and machine learning.",no,yes
Research Scientist Graduate (eCommerce Recommendation) - 2025 Start (PhD),2025-05-27,https://jobright.ai/jobs/info/680cc25849b9cf4eb0925d4f?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$130K-$195K /yr,"1. Current or recent PhD graduates with a background in Computer Science, related technical field or equivalent industrial research experience.
2. Familiar with at least one of the mainstream deep learning frameworks, such as TensorFlow or PyTorch
3. Passionate about solving complex and challenging problems
4. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment",no,yes
ML Engineer Graduate (TikTok Social) -2025 Start (PhD),2025-05-26,https://jobright.ai/jobs/info/683a8ff456bbd7d847707164?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD or equivalent degree with a background in computer science, machine learning, or similar fields.
2. Good knowledge of theoretical and empirical research in addressing research problems
3. Solid knowledge and experience with at least one popular deep learning framework (e.g., PyTorch, TensorFlow) and familiarity with deep neural network architectures
4. Excellent communication and teamwork skills, and a passion for learning new techniques and tackling challenging problems",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Risk Control)- 2025 Start (PhD),2025-05-26,https://jobright.ai/jobs/info/683a76106e634b11db96a9cc?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Current or recent graduate with a background in Computer Science, Computer Engineering, or a related technical discipline
3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning.
4. Experience with Python, SQL/Hive, and Hadoop
5. Strong understanding of data structures and algorithms, with excellent problem-solving ability
...",not sure,yes
Founding Forward Deployed AI Engineer,2025-05-26,https://jobright.ai/jobs/info/6834e28568ab682eb31495ec?utm_source=1100&utm_campaign=ml,On Site,"San Carlos, CA",Retell AI,11-50,"Artificial Intelligence (AI),Audio",$200-$310 /yr,"1. You have a degree in CS, CE, or EE
2. At least 1 year working in a tech-focused environment
3. Strong communication and presentation skills
4. Comfortable working with both sales and engineering
5. Willing to put in the hours when needed
...",yes,
Forward Deployed AI Engineer,2025-05-26,https://jobright.ai/jobs/info/6818cc353c6ae30ea530161d?utm_source=1100&utm_campaign=ml,On Site,"New York, NY",MongoDB,1001-5000,"Cloud Computing,Database",$78000-$200000 /yr,"1. Technical skills: You should be comfortable diving into design and code, particularly Python.
2. You must be able to learn from existing examples, explore APIs, triage bugs, and speak on any of the technical aspects of the tools in your portfolio.
3. Communication skills, both verbal and written.
4. Curiosity and creativity. You have a desire to learn and experiment; you are a self-starter and thrive in ambiguity. Hacker mindset.
5. 1-3 years of experience in software engineering.
...",no,
"Postdoctoral Fellow - Computational Biology / Machine Learning, Sterne-Weiler Lab & Frey Lab",2025-05-25,https://jobright.ai/jobs/info/681628053f60a8599ffaab5f?utm_source=1100&utm_campaign=ml,On Site,"South San Francisco, CA",Genentech,10000+,"Biotechnology,Life Science",$110000-$120000 /yr,"1. Ph.D. in Computational Biology, Bioinformatics, Computer Science or Machine Learning related field
2. Demonstrated proficiency with Python, and machine learning libraries; pytorch, sklearn
3. Experience with transformer architectures, and interpretable AI methods and libraries, concept-bottleneck architectures, attribution packages: shap, captum, etc.
4. Experience with bulk and/or single-cell omics data analysis (e.g. bulk genomics and transcriptomics, single-cell RNA-seq, Perturb-seq)
5. Demonstrated ability to clearly and effectively communicate about complex bioinformatics problems to both technical and non-technical audiences; this should be both in written and verbal form, as evidenced by first-author publications in high-impact journals
...",not sure,
Audio AI Research Engineer,2025-05-25,https://jobright.ai/jobs/info/67a268d1c12ffc0e3f7b3752?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
San Jose, CA
Seattle, WA
San Francisco, CA",Adobe,10000+,"Artificial Intelligence (AI),Consulting",$162K-$301K /yr,"1. Master’s or Ph.D. in Computer Science, AI/ML, or related field (or a demonstrated record of exceptional ability)
2. Hands-on experience with state-of-the-art Generative AI technologies, such as diffusion models and/or large language models.
3. Proficiency in large-scale generative model training, datasets, and infrastructure (including distributed computing and data pipelines).
4. Excellent communication skills and a proven ability to work effectively in a team.
5. Hands-on experience in audio/video content creation.
...",not sure,
Research Scientist Graduate (Generative AI- Intelligent Creation) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/683aa6738334e10b7c83298c?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$137K-$205K /yr,"1. Current Ph.D or recent Ph.D graduates in Computer Science or related engineering field
2. Excellent collaboration and interpersonal skills
3. Highly competent in algorithms and programming; Strong coding skills in Python/C++",not sure,yes
(General Hire) Machine Learning Scientist Graduate - TikTok Recommendation - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/683a8ff456bbd7d847707215?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD degree or equivalent degree with a background in computer science, machine learning, or similar fields.
2. Good knowledge of theoretical and empirical research in addressing research problems
3. Solid knowledge and experience with at least one popular deep learning framework (e.g., PyTorch, TensorFlow) and familiarity with deep neural network architectures",not sure,yes
ML Engineer Graduate (TikTok Core Feed Recommendation - User Growth) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/683a76106e634b11db96aa20?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD degree or equivalent degree in computer science, machine learning, or related fields.
2. Familiar with one or more of the following areas: recommendation systems, machine learning, deep learning, pattern recognition, data mining, computer vision, NLP, causal inference or multimodal machine learning.
3. Strong proficiency in Python and/or C/C++, and familiarity with a machine learning framework. Have a deep understanding of data structures and algorithms.
4. Good communication and teamwork skills, be passionate about learning new techniques and taking on challenging problems.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/67be4c8fb91289ab6ebfba30?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Thorough understanding of data structures and algorithms, with excellent problem-solving ability.
4. Deep Understanding of machine learning, statistics, scaling distributed computing, and big data engineering",not sure,yes
Research Scientist Graduate (GenAI- TikTok Recommendation) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/6826cb492b09e514713c3c81?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Experience in one of more areas of computer vision, natural language processing and machine learning
3. Solid knowledge and experience with at least one major deep learning framework (e.g. PyTorch, Tensorflow, MXNet, Caffe/Caffe2).
4. Familiar with deep neural network architectures such as transformer/SSM/CNN/RNN/LSTM etc.
5. Strong analytical and problem solving skills.
...",not sure,yes
AI Trainer - Advanced Python Developers (US),2025-05-24,https://jobright.ai/jobs/info/67f8200e8f14befa8e492ea4?utm_source=1100&utm_campaign=ml,Remote,United States,Prolific,101-250,"Crowdsourcing,Market Research",$40-$40 /hr,"1. Python developer skills and verifiable professional experience as a Python developer
2. A willingness to take our skills verification test to assess your suitability for our Domain Expert participant pool
3. Strong attention to detail and the ability to concentrate on complex tasks for up to one hour at a time
4. A reliable and fast internet connection and access to a computer
5. A willingness to self-declare your earnings, as our participants are self-employed
...",not sure,
(General Hire) Machine Learning Engineer Graduate (Commerce& Content Service & Search Ads) - 2025 Start (BS/MS),2025-05-24,https://jobright.ai/jobs/info/67bff1fc2d7916a7d8893979?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$250K /yr,"1. BS/MS degree in Computer Science, Computer Engineering, or other relevant majors.
2. Experience in and good theoretical grounding in machine learning concepts and techniques.
3. Excellent programming, debugging, and optimization skills in one or more general purpose programming languages, including but not limited to: Go, C/C++, Python.
4. Experience in one or more of the following frameworks: Tensorflow/PyTorch/MXNet, etc.
5. Ability to think critically and to formulate solutions to problems in a clear and concise way.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (MS),2025-05-24,https://jobright.ai/jobs/info/67be28ea008b92e321275b48?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Master's degree in Computer Science, Engineering, Operations Research, or related fields.
2. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Thorough understanding of data structures and algorithms, with excellent problem-solving ability.
4. Deep Understanding of machine learning, statistics, scaling distributed computing, and big data engineering",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Risk Control) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/680cf284997916b8eca0d5a6?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Current or recent graduate with a background in Computer Science, Computer Engineering, or a related technical discipline
3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning.
4. Experience with Python, SQL/Hive, and Hadoop
5. Strong understanding of data structures and algorithms, with excellent problem-solving ability
...",not sure,yes
Machine Learning Engineer Graduate (Search E-Commerce) - 2025 Start (PhD),2025-05-24,https://jobright.ai/jobs/info/6826cb492b09e514713c3c43?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
3. Familiar with one or more of the following areas: recommendation systems, machine learning, deep learning, data mining, computer vision, NLP, or multimodal machine learning.
4. Strong proficiency in Python and/or C/C++, and familiarity with a machine learning framework.
5. Solid knowledge of data structure and algorithms.
...",no,yes
Research Scientist Graduate (CV/NLP/Multimodal LLM - Trust and Safety) - 2025 Start(PhD),2025-05-24,https://jobright.ai/jobs/info/67bdef24d5a82643618490ce?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD degree in computer science or a related technical discipline
2. Related Research Experience at least one of the following areas: computer vision, multimodality, LLM
3. Be proficient with at least one deep learning framework (e.g. PyTorch, TensorFlow)
4. Have excellent analytical and problem-solving skills, logical thinking skills, communication and collaboration skills",not sure,yes
Research Scientist Graduate (CV/NLP/Multimodal LLM - Trust and Safety) - 2025 Start (MS/BS),2025-05-24,https://jobright.ai/jobs/info/67bdef24d5a82643618490d3?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Master or Bachelor degree in computer science or a related technical discipline
2. Related Research Experience at least one of the following areas: computer vision, multimodality, LLM
3. Be proficient with at least one deep learning framework (e.g. PyTorch, TensorFlow)
4. Have excellent analytical and problem-solving skills, logical thinking skills, communication and collaboration skills",not sure,yes
Postdoctoral Appointee — Data Infrastructure and Software for AI,2025-05-23,https://jobright.ai/jobs/info/680632aa5c72955c8d3844ac?utm_source=1100&utm_campaign=ml,On Site,"Lemont, IL",Argonne National Laboratory,1001-5000,"Energy,Security",$70758-$110379.55 /yr,"1. A recent PhD (within 5 years) in computer science, computational science, a physical science, or engineering or related field.
2. Comprehensive experience programming in one or more programming languages such as Python, C/C++.
3. Experience with one of the AI frameworks, such as PyTorch or TensorFlow.
4. Effective written and oral communications skills.
5. Ability to model Argonne’s Core Values: Impact, Safety, Respect, Integrity, and Teamwork.",not sure,
Research Scientist,2025-05-23,https://jobright.ai/jobs/info/67f61b14471549865fd63bc5?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",Zoom,5001-10000,"Collaboration,Information Technology",$200000-$259500 /yr,"1. Requires a Master's degree in Computer Science, Intelligent Information Systems, a related field, or a foreign degree equivalent
2. Must have 1 year of experience in job offered or related occupation
3. Must have 1 year of experience in AI research or engineering practice in large scale distributed systems
4. Must have 1 year of experience in developing distributed deep learning training system
5. Must have 1 year of experience in optimizing efficiency of distributed training system
...",not sure,
Machine Learning Engineer Graduate (Search E-Commerce - San Jose) - 2025 Start (BS/MS),2025-05-23,https://jobright.ai/jobs/info/67bdef24d5a82643618490a3?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Familiar with one or more of the following areas: recommendation systems, machine learning, deep learning, data mining, computer vision, NLP, or multimodal machine learning.
3. Strong proficiency in Python and/or C/C++, and familiarity with a machine learning framework.
4. Solid knowledge of data structure and algorithms.
5. Excellent in analysis, modeling and problem-solving, and can see the essence of problems from complex data.",not sure,yes
"Software Engineer II, Backend (ML Platform)",2025-05-23,https://jobright.ai/jobs/info/6814114a09d067cfc0e75edd?utm_source=1100&utm_campaign=ml,Hybrid,"Multi Location
Washington, DC
Portland, OR
Baltimore, MD
Las Vegas, NV
St Louis, MO
Dallas, TX
Miami, FL
Nashville, TN
San Diego, CA
Denver, CO
Raleigh, NC
Boise, ID
Cleveland, OH
Charlotte, NC
San Jose, CA
Detroit, MI
Houston, TX
Palo Alto, CA
Philadelphia, PA
Sioux Falls, SD
Phoenix, AZ
Madison, WI
Richmond, VA
Minneapolis, MN
Boulder, CO
Remote US",Affirm,1001-5000,"Financial Services,FinTech",$160000-$210000 /yr,"1. You have a total of 1.5+ years of experience as a software engineer.
2. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin.
3. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes.
4. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software components, and executing on it by writing clear, easily understood, well tested and extensible code.
5. You are comfortable navigating a large code base, debugging others' code, and providing feedback to other engineers through code reviews.
...",not sure,
Fundamental AI Research Scientist - FAIR (PhD),2025-05-23,https://jobright.ai/jobs/info/681461f0198a780cdf20480a?utm_source=1100&utm_campaign=ml,On Site,"Menlo Park, CA",Meta,10000+,Internet,$117K-$173K /yr,"1. Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.
2. Currently has or is in the process of obtaining a PhD degree in Computer Science or a similar field. Degree must be completed prior to joining Meta.
3. First-authored publications at peer-reviewed conferences, such as ICML, NeuRIPS, ICLR, ACL, and/or EMNLP or similar.
4. Research background in machine learning, artificial intelligence, computational statistics, applied mathematics, or related areas.
5. Experience in developing and debugging in Python or similar programming languages.
...",no,
Machine Learning Engineer Graduate (E-Commerce Risk Control)- 2025 Start (MS),2025-05-23,https://jobright.ai/jobs/info/6826cea880ff05a9ec3d2a51?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Master's degree in Computer Science, Engineering, Operations Research, or related fields.
2. Final year or recent graduate with a background in Computer Science, Computer Engineering, or a related technical discipline
3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning.
4. Experience with Python, SQL/Hive, and Hadoop
5. Strong understanding of data structures and algorithms, with excellent problem-solving ability
...",not sure,yes
"Software Engineer, AI Platform (Release Engineering) - AI Engineering",2025-05-22,https://jobright.ai/jobs/info/68428e7b8d88b56c25f2ad04?utm_source=1100&utm_campaign=ml,On Site,"Boston, MA",Red Hat,10000+,"Enterprise Software,InsurTech",$108760-$173800 /yr,"1. Hands-on experience with implementing and managing CI/CD pipelines and proficiency in CI/CD tools, such as Jenkins, GitHub Actions, Tekton, or GitLab CI
2. Experience in Kubernetes, OpenShift, Docker, or other cloud-native technologies
3. Experience in developing applications in Go or Python, and understanding of scripting languages, such as Bash or Groovy
4. Problem-solving and troubleshooting skills with a focus on root cause analysis
5. Experience in agile development, Jira, and Git
...",not sure,
Software Engineer I - ML Infra,2025-05-22,https://jobright.ai/jobs/info/682fcceb3ec82d85a1099172?utm_source=1100&utm_campaign=ml,On Site,"San Francisco, California, USA",Amazon,10000+,"Crowdsourcing,Delivery",$99500-$200000 /yr,"1. 1+ Years experience developing software in a professional environment
2. Knowledge of data structures and algorithm fundamentals
3. Knowledge of building, testing, and managing distributed services
4. Proficient coding skills in modern languages and frameworks
5. Minimum of Bachelor’s degree in Computer Science or equivalent experience",not sure,
"Software Engineer, Vision Language Models (New MS/PhD Grad)",2025-05-22,https://jobright.ai/jobs/info/682f2cd543b66bdb3a6077b0?utm_source=1100&utm_campaign=ml,Remote,United States,Motional,1001-5000,"Automotive,Autonomous Vehicles",$131000-$170750 /yr,"1. MS/PhD in computer science, similar discipline or equivalent experience
2. Strong publication record in top-tier conferences (e.g., ICCV, CVPR, ECCV)
3. Fluency in Python
4. Experience with PyTorch or other deep learning frameworks (Jax, Tensorflow etc.)
5. Solid software engineering principles – such as software design patterns, source control, code reviews, testing methodologies, etc.",not sure,
"Bilingual Machine Learning Data Associate - Portuguese (Remote), Customer Engagement Technology",2025-05-22,https://jobright.ai/jobs/info/6812a63abcf137e46b3ef4b4?utm_source=1100&utm_campaign=ml,Remote,United States,Amazon,10000+,"Crowdsourcing,Delivery",$32700-$70000 /yr,"1. Fluency in Portuguese and English (verbal and written communication)
2. 1+ years business experience in localization and translation
3. Strong attention to details
4. Exceptional communicational skills
5. Customer service experience
...",not sure,
Machine Learning Research Scientist,2025-05-22,https://jobright.ai/jobs/info/672166a1c862284b995070fd?utm_source=1100&utm_campaign=ml,Hybrid,"College Park, MD",Peraton Labs,10000+,"Consulting,Information Services",$80K-$128K /yr,"1. Bachelors w/ 2 years of experience or Masters with 0 years of experience with a Computer Science related degree
2. Experience coding within one or more of the following: Python, C/C++ or Java
3. Interest and/or experience in one or more of the following domains: digital signal processing, RF software engineering, algorithm development, software defined radio, and machine learning
4. Experience with modern machine learning development frameworks and platforms (e.g. Keras, TensorFlow, PyTorch) is expected
5. US Citizen with an active TS/SCI Poly",no,yes
AI Digital Transformation Process Design Specialist,2025-05-22,https://jobright.ai/jobs/info/682e74b5afdb7a9bc4fe35fa?utm_source=1100&utm_campaign=ml,On Site,"Morrisville, NC",Lenovo,10000+,"Computer,Electronics",$80K-$110K /yr,"1. Bachelors or Masters degree in either: Computer Science, Technologies, Data, Business Analytics or similar
2. 1+ year experience in digital transformation or IT with proven capability for design planning and execution",not sure,
Prompt Software Engineer I,2025-05-21,https://jobright.ai/jobs/info/68413e6fad7a19bed58051fe?utm_source=1100&utm_campaign=ml,Remote,United States,Emergent Holdings,1001-5000,"Health Care,Information Services",$47000-$95200 /yr,"1. Bachelor’s degree in computer science or related field.
2. Combinations of relevant education, certifications, and experience may be considered in lieu of a degree.
3. Continuous learning, as defined by the Company’s learning philosophy, is required.
4. With proper education credentials, 0-2 years relevant experience which provides the necessary skills, knowledge, and abilities.
5. Knowledge of, and the ability to apply, necessary software programming practices and procedures.
...",not sure,yes
AI Researcher,2025-05-21,https://jobright.ai/jobs/info/682e8f451eb2ff87b6862e2f?utm_source=1100&utm_campaign=ml,Hybrid,San Francisco,Kiddom,101-250,"E-Learning,EdTech",$175000-$200000 /yr,"1. Masters degree in Computer Science, Computer Engineering, relevant technical field
2. At least 1+ year working with generative AI models
3. Work or academic experience in AI, machine learning, and deep learning technologies
4. Work or academic experience in generic programming languages such as Python or Golang
5. Hands-on experience with generative AI technologies, including prompt engineering, Retrieval-Augmented Generation (RAG), fine-tuning, and evaluation of large language model applications
...",not sure,
AI / Machine Learning Research Engineer (early career),2025-05-21,https://jobright.ai/jobs/info/682f7ff2f5fecbead929d121?utm_source=1100&utm_campaign=ml,Hybrid,"Shelton, CT",Lockheed Martin,10000+,"Aerospace,Cyber Security",$86100-$151800 /yr,"1. Bachelor’s Degree in Engineering, Computer Science, Physics, Mathematics, or other related discipline
2. Experience using machine learning frameworks
3. Experience with Python and/or multiple libraries (NumPy, Pytorch, OpenCV, Scikit, Pandas, etc.)
4. Familiarity with modern Computer Vision or Autonomy research
5. Must be a US Citizen
...",no,
AI Research Scientist (Sequential Decision Making),2025-05-21,https://jobright.ai/jobs/info/682e22097932affd9fe586db?utm_source=1100&utm_campaign=ml,Remote,United States,Phaidra,51-100,"Artificial Intelligence (AI),Industrial Automation",$171169-$200000 /yr,"1. PhD in a technical field or equivalent practical experience, with demonstrated expertise in one of the following areas: Planning, Reinforcement Learning, Optimization.
2. 1+ years of applied research experience.
3. Strong background in software engineering, with proficiency in Python and open-source ML libraries such as Keras, TensorFlow, PyTorch, scipy, scikit-learn, numpy, pandas, and ray.
4. Prior experience with research projects and contributions to open-source software.
5. Alignment with our company values: curiosity, ownership, transparency & directness, outcome-based performance, and customer empathy.",not sure,
"Applied Research Associate - Artificial Intelligence (New York, NY)",2025-05-21,https://jobright.ai/jobs/info/682e20142a0ee4a2995ae30b?utm_source=1100&utm_campaign=ml,On Site,"New York, NY",Goldman Sachs,10000+,"Banking,Finance",$115K-$180K /yr,"1. A Master's or Ph.D. degree in Computer Science, Machine Learning, Mathematics, Statistics, Physics, Engineering, Quantitative Finance, or equivalent relevant industry experience.
2. A minimum of 1-3 years of AI/ML experience in the industry that demonstrates your expertise.
3. Extensive experience in software development for quantitative investment workflows in equities, fixed income, or multi-asset strategies.
4. Proficiency in contemporary programming languages like Python, C++, or Java.",not sure,
"Quantum Systems Test Engineer, Quantum AI",2025-05-21,https://jobright.ai/jobs/info/682de2c1d6457fa7ecd6f673?utm_source=1100&utm_campaign=ml,On Site,"Goleta, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$93000-$133000 /yr,"1. Bachelor’s degree in Electrical Engineering, Computer Engineering, Computer Science, Mechanical Engineering, Physics, a related field, or equivalent practical experience.
2. 1 year of experience with electrical testing using multimeters, oscilloscopes, or signal generators.
3. 1 year of experience in failure analysis and troubleshooting.
4. 1 year of experience with programming languages such as Shell, Python, C++, Matlab, or similar.",not sure,
AI / ML Engineer,2025-05-21,https://jobright.ai/jobs/info/68114a29d36fb1e5e433e4db?utm_source=1100&utm_campaign=ml,On Site,"Atlanta, GA",Guidehouse,10000+,"Advice,Consulting",$89K-$148K /yr,"1. Bachelor's degree is required
2. Minimum ONE (1) year experience in building production-grade AI/ML systems and data products using best practices in software engineering.
3. Familiarity with financial data sources, regulations, and industry-specific use cases such as fraud, know-your-customer, forecasting, credit risk management, pricing and revenue optimization, Fair Lending, and/or ESG among others.
4. Ability to analyze large and complex data sets, with strong aptitude for conducting quantitative and qualitative analysis focused on financial services use cases.
5. Excellent programming skills in Python, TensorFlow, PyTorch, or other relevant frameworks.
...",no,
"Postdoctoral Fellow- Machine Learning for Regulatory Genomics, Mostafavi Lab",2025-05-21,https://jobright.ai/jobs/info/682db6864f2cbddc0275a604?utm_source=1100&utm_campaign=ml,On Site,"South San Francisco, CA",Genentech,10000+,"Biotechnology,Life Science",$98000-$104500 /yr,"1. Ph.D. with a proven track record of excellence in Computer Science and Machine Learning, with substantial domain experience in biology and genomics.
2. Must have advanced at least one key research project as evidenced by a first author paper published or accepted in a leading peer-reviewed journal.
3. You must have advanced technical training, as evidenced by a top method-focused conference or journal publication or sophisticated methods used as part of a biologically focused publication.
4. Independent scientist with outstanding communication skills, a strong passion and commitment to science and computational biology, who works well within a team.
5. Excited about developing and applying cutting-edge ML/AI models to solve open problems in genomics and biology.",not sure,
"AI Associate, New Grad in Dallas, TX ",2025-05-20,https://jobright.ai/jobs/info/682dcc0225703b6942072622?utm_source=1100&utm_campaign=ml,On Site,"Dallas, TX",Hallmark - Healthcare Workforce Technology,101-250,"Health Care,Scheduling",$65000-$70000 /yr,"1. A Degree in Engineering, Data Science, Business Analytics, Computer Science, or a related field
2. Previous experience identifying inefficiencies in operations through work experience, internship or Co-Op positions
3. Experience working with automation or AI models through coursework
4. Experience integrating AI into existing business systems
5. Proven analytical and problem-solving abilities
...",not sure,yes
Postdoc on Human-Centered Development of AI Partners to Support Decision-Making in High Performing Teams,2025-05-20,https://jobright.ai/jobs/info/682d1678044e7219a0e141e2?utm_source=1100&utm_campaign=ml,On Site,"Boulder, CO",University of Colorado Boulder,5001-10000,Universities,$68000-$75000 /yr,"1. Ph.D. in Computer Science (HCI, HRI), or a related field.
2. Strong programming skills that demonstrate comfort with NLP, LLMs, UI development, and back-end programming to develop prototype AI systems to be tested in laboratory and field studies.
3. Experience designing and implementing HCI-focused laboratory experiments and applying appropriate research/evaluation methodology and analysis.
4. Strong writing and communication skills and ability to conduct research in interdisciplinary teams.
5. Experience working with (some subset of) multimodal data, including video, action log-file, eyetracking, and speech data.
...",not sure,
"Software Engineer - Applied Machine Learning, Engine",2025-05-20,https://jobright.ai/jobs/info/682cecd52d42b32bf257fc90?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$113500-$250000 /yr,"1. Bachelor’s degree in Computer Science or equivalent with 1+ years of relevant experience.
2. Proven experience in analyzing and troubleshooting distributed systems.
3. Prior experience designing and maintaining large-scale systems.
4. Experience programming in at least one of the following languages: Python or Golang.
5. Familiar with components, such as Mysql, Redis, Kafka, Clickhouse, Terraform and K8S, etc.
...",not sure,
