Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Content Writer, Information Data Operations",2025-06-06,https://jobright.ai/jobs/info/6826a63e02ca6f66fd6b89ce?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Santa Barbara, CA",Amazon,10000+,"Crowdsourcing,Delivery",$43680-$47840 /yr,"1. Bachelor's degree
2. 1 year of work experience",not sure,
Production Associate - Utility IV - $17.50/Hour - Temporary,2025-06-06,https://jobright.ai/jobs/info/68431f21ae89a94f00771b14?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Lansing, MI",Cintas,10000+,"Compliance,Manufacturing",$17.50-$17.50 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Junior Colorist,2025-06-06,https://jobright.ai/jobs/info/68430be274b269a85df1f749?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,NYC Metro Area,G-III Apparel Group,1001-5000,"Apparel,Fashion",$65K-$75K /yr,"1. 1-3 years of experience in apparel production or textile related industry.
2. Has a keen sense of color or color theory.
3. Ability to prioritize and multitask with a keen sense of detail.
4. Excellent time management, organizational skills, and critical thinking skills.
5. Excellent oral, written, and interpersonal communication skills, highly organized.
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Willow Lake Crossing - Warner Robbins, GA",2025-06-06,https://jobright.ai/jobs/info/65b4055db2f0d4671ab179fa?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Willow Lake, GA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Oviedo Marketplace - Orlando, FL",2025-06-06,https://jobright.ai/jobs/info/658eb3d63817dd64b1da6a1b?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Oviedo, FL",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Willowbrook - Houston, TX",2025-06-06,https://jobright.ai/jobs/info/658d75a51999b3a0bc7c0327?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,Greater Houston,Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Digital Content Producer,2025-06-06,https://jobright.ai/jobs/info/6846d5e0587f7ec4eeda83fe?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Sacramento, CA","Nexstar Media Group, Inc.",10000+,"Broadcasting,Information Services",$21-$21 /hr,"1. Journalism degree, experience as a digital content producer or related experience
2. Must be familiar with Wordpress content management system, best SEO practices and AP writing style
3. Excellent writing and editing skills, attention to detail
4. Familiarity with news writing and journalistic standards
5. Ability to function under extreme deadline pressure
...",not sure,
Production Associate - Garment Fulfillment Associate - $17.00/Hour,2025-06-06,https://jobright.ai/jobs/info/683e907f362e7e51383f7ada?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"St Joseph, MO",Cintas,10000+,"Compliance,Manufacturing",$17-$17 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Hair Stylist,2025-06-06,https://jobright.ai/jobs/info/6676e035c909276a3772d6ed?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Camarillo, CA",Sport Clips Haircuts,10000+,"Beauty,Fashion",$17-$31 /hr,"1. A valid CA cosmetology license is required
2. Ability to provide an exceptional client experience
3. Industry passion",not sure,
"Apprentice Jeweler - Signet Jewelers - Destiny USA - Las Vegas, NV",2025-06-06,https://jobright.ai/jobs/info/66944bdb19443f1e4767a03a?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Las Vegas, NV",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Westfield Plaza Bonita - San Diego, CA",2025-06-05,https://jobright.ai/jobs/info/66741e1d8f8ed70066b4b9c4?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"National City, CA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$18-$19 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Bench Jeweler - Signet Jewelers - St. Clair Square - St. Louis, MO",2025-06-05,https://jobright.ai/jobs/info/674b6e7414b60a10c266aae8?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Fairview Heights, IL",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$17-$24 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
"Colorist, Licensed Cosmetologist",2025-06-05,https://jobright.ai/jobs/info/68425bc5aabcec3d2ec57445?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Westlake Village, CA
Woodland Hills, CA
Los Angeles, CA
San Ramon, CA",Madison Reed,501-1000,"Beauty,Consumer Goods",$20-$22 /hr,"1. Active cosmetology license in the state in which you are applying.
2. 1+ year of experience as a colorist behind the chair within a salon environment.
3. Effective communication, strong problem solving and people skills, in a fast-paced retail or salon environment.
4. Comfortable operating point of sale systems.
5. Fluency in English.",not sure,
Detailer,2025-06-05,https://jobright.ai/jobs/info/6842480faab6cee48f6cc8cd?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Grants Pass, OR",Lithia & Driveway,10000+,"Automotive,Retail",$18-$18 /hr,"1. Prior automotive detailing experience
2. Reliable, shows up ready to work
3. Attention to detail and safety protocols
4. Knowledgeable on products, features and the industry
5. Ability to work independently
...",not sure,
Tailor / Fitter- Michigan Ave,2025-06-05,https://jobright.ai/jobs/info/6842425d4a3bbb8130471447?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Chicago, IL",Neiman Marcus,10000+,"Fashion,Lifestyle",$25-$40 /hr,"1. Prior functional and technical skills
2. Prior sewing machine operations
3. Process management skills
4. Manage and measure work
5. Attention to detail",not sure,
"Assistant, Literary Media",2025-06-05,https://jobright.ai/jobs/info/6842600c4cd046127ec02e8c?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Beverly Hills, CA",WME | William Morris Endeavor,5001-10000,"Advertising,Digital Entertainment",$21-$21 /hr,"1. One year of experience as an agency assistant or similar
2. Must be detail oriented and able to handle complex instructions with care, follow-through, and follow up
3. Must be an excellent multi-tasker and have proven problem-solving abilities
4. Must be passionate about the business of books and entertainment
5. Must demonstrate accuracy and thoroughness in execution of assigned tasks
...",not sure,
Grounds Crew Member - Seasonal,2025-06-05,https://jobright.ai/jobs/info/684234a4547e65971a7045ab?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Racine, WI",Racine Country Club,51-100,"Events,Recreation",$16-$23 /hr,"1. Ability to lift heavy objects and operate groundskeeping equipment
2. Ability to work outdoors in various weather conditions
3. Strong attention to detail and the ability to follow instructions
4. Reliable and punctual, with a strong work ethic
5. Excellent team player with a positive attitude
...",not sure,
Production Coordinator,2025-06-05,https://jobright.ai/jobs/info/684234a4547e65971a704468?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Carroll, IA",Pella Corporation,10000+,"Lifestyle,Manufacturing",$25-$27 /hr,"1. Must be 18 years of age or older.
2. Pass drug screen.
3. Pass pre-employment tests.
4. Pass pre-work ability screen, if required for position.
5. Flexibility of work hours including mandatory OT when business needs requires.
...",not sure,
Animator: Face,2025-06-05,https://jobright.ai/jobs/info/68423105f21a7b1d97f9634c?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Carlsbad, CA",Rockstar Games,1001-5000,"Gaming,PC Games",$62K-$86K /yr,"1. Bachelor’s Degree in Animation or similar training from a competitive program.
2. Face Animation production experience on current generation console and/or PC.
3. Hand key Facial Animation experience.
4. Demo reel demonstrating a good understanding of animation principles with a focus on high quality facial animation.
5. Advanced knowledge in one of: Maya, MotionBuilder, or equivalent 3D program.
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Pointe at Bridgeport - Portland, OR",2025-06-05,https://jobright.ai/jobs/info/65a24fb617fd0370a3aae52d?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Tigard, OR",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Maplewood Mall - Maplewood, MN",2025-06-05,https://jobright.ai/jobs/info/674ac78076d5c350291fb1e5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Maplewood, MN",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$16 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Production Associate - Garment/Linen/Bulk Product Folder - 2nd Shift,2025-06-05,https://jobright.ai/jobs/info/6842259b727824687d1f469c?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Santa Fe Springs, CA",Cintas,10000+,"Compliance,Manufacturing",$16-$19 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Assistant Golf Professional,2025-06-05,https://jobright.ai/jobs/info/6808e65b60114d1cad062edd?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Byron, MN",Troon,1001-5000,,$18-$22 /hr,"1. High School Diploma
2. Enrollment in PGA Program (recommended)
3. Applicant to be pursuing PGA membership
4. Previous experience at private golf facility (recommended)
5. Strong customer service and leadership skills
...",not sure,
Production Associate - Utility IV,2025-06-05,https://jobright.ai/jobs/info/682538a610d269e2752fbc4d?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Everett, WA",Cintas,10000+,"Compliance,Manufacturing",$20.65-$25.80 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Content Creator (Freelance),2025-06-05,https://jobright.ai/jobs/info/67ee163d7a31cd038b62cb03?utm_source=1100&utm_campaign=Arts and Entertainment,Remote,United States,Nourish,101-250,"Apps,Health Care",$1000-$2000 /mon,"1. Comfortable filming yourself on camera
2. Creating native lifestyle content that showcases personal visuals and storytelling
3. Film recurring short-form, 15-second content based on weekly or biweekly briefs from the Creative Team
4. Edit content using tools like CapCut, InShot, or similar platforms
5. Integrate feedback from the team in a timely and responsive manner
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Tanger Outlet - Sevierville, TN",2025-06-05,https://jobright.ai/jobs/info/658ec2f5e5508658018b74af?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Sevierville, TN",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Animator: Face,2025-06-05,https://jobright.ai/jobs/info/6842049b5c97f59770893a61?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Carlsbad, California, United States",Rockstar Games,1001-5000,"Gaming,PC Games",$61500-$86250 /yr,"1. Bachelor’s Degree in Animation or similar training from a competitive program.
2. Face Animation production experience on current generation console and/or PC.
3. Hand key Facial Animation experience.
4. Demo reel demonstrating a good understanding of animation principles with a focus on high quality facial animation.
5. Advanced knowledge in one of: Maya, MotionBuilder, or equivalent 3D program.
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Mall St. Matthews - Louisville, KY",2025-06-05,https://jobright.ai/jobs/info/6689c1218c49935454b786c1?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"St Matthews, KY",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
News Video Editor,2025-06-05,https://jobright.ai/jobs/info/6841ec14deaaf1bd338d63b2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Seattle, WA",TEGNA,5001-10000,"Advertising,Broadcasting",$21-$26 /hr,"1. 1-3 years previous experience video editing in a newsroom
2. Knowledge of Edius
3. Strong writing skills, both for digital and broadcast platforms
4. Bachelor’s degree in journalism or related field",not sure,
"Coordinator, Programming - Game Shows",2025-06-05,https://jobright.ai/jobs/info/6841e40455065cb19877e140?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"Culver City, CA",Sony Pictures Entertainment,5001-10000,"Content,Film Distribution",$23-$30 /hr,"1. Willingness to work nights and weekends when needed during heavy production periods
2. Ability to travel to studio locations as needed
3. Extreme attention to detail and organization
4. Ability to problem solve
5. Competence in managing projects, situations and people
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Capital Boulevard - Raleigh, NC",2025-06-05,https://jobright.ai/jobs/info/658d653a098f003607eb6da2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Raleigh, NC",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Marquette Park Golf Course Groundskeeper,2025-06-05,https://jobright.ai/jobs/info/68083cd338acbbcbbd0d8783?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Chicago, IL",Troon,1001-5000,,$18-$20 /hr,"1. One month related experience or training.
2. Must have a valid driver's license.
3. Regular and reliable attendance",not sure,
"Bench Jeweler - Signet Jewelers - Brea Plaza - Los Angeles, CA",2025-06-05,https://jobright.ai/jobs/info/66779726417c3aa48b86e808?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Brea, CA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$20-$29 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
News Video Editor,2025-06-05,https://jobright.ai/jobs/info/6841ae6d6332692a8c2c1a73?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,KING KONG-TV Seattle,TEGNA,5001-10000,"Advertising,Broadcasting",$21.23-$26.56 /hr,"1. 1-3 years previous experience video editing in a newsroom, knowledge of Edius
2. Strong writing skills, both for digital and broadcast platforms
3. Bachelor’s degree in journalism or related field
4. Edit a variety of video elements including voice-overs, SOTS, packages, graphics, bold opens, and teases for on-air broadcasts and web
5. Collaborate with KING 5’s award-winning team of photojournalists and sports journalists to create content for all platforms
...",not sure,
"Bench Jeweler - Signet Jewelers - Westfield Annapolis - Annapolis, MD",2025-06-05,https://jobright.ai/jobs/info/670075f4ccda536d5111b118?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Annapolis, MD",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$17-$24 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Boulevard Consumer Square - Amherst, NY",2025-06-05,https://jobright.ai/jobs/info/66747e63d8033409f2da2ebc?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Amherst, NY",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15-$16 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Harrisburg Pike - Lancaster, PA",2025-06-05,https://jobright.ai/jobs/info/667ec620fb91a65412d49e2f?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,Lancaster Metro,Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Multimedia Journalist,2025-06-05,https://jobright.ai/jobs/info/6808151f2d70fd08bed38da2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Plattsburgh, NY",NBC5,51-100,"Broadcasting,Internet Radio",$41600-$43000 /yr,"1. Professional or schooling experience in television news reporting, photography and editing
2. Creative writer and editor
3. Must deliver with authenticity to connect with viewers
4. Can provide samples of reporting and photography
5. Experience developing local contacts
...",not sure,
Costumed Character - $14/hr,2025-06-05,https://jobright.ai/jobs/info/67ace89c54b0d205e3a50ba2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Austell, GA",Cedar Fair Entertainment Company,5001-10000,"Leisure,Lifestyle",$14-$14 /hr,"1. Be at least 16 years of age.
2. Height range: 4’11” – 5’8”
3. Body type: Thin build
4. Communicate effectively in the English language, including the ability to read, speak, and understand the English language.
5. Be available to work flexible hours early mornings, at nights, on weekends, and on holidays.",not sure,
Newscast Producer,2025-06-05,https://jobright.ai/jobs/info/680949400542a6aaedfb8169?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Baltimore, MD",Sinclair Inc.,5001-10000,"Broadcasting,Content",$18-$22 /hr,"1. Solid news judgment
2. Be a compelling and accurate writer
3. Be able to multitask and manage time in order to put together an exciting and informative newscast
4. Ability to work in a fast-paced and deadline driven environment
5. Strong leadership and communication skills
...",not sure,
Production Assistant,2025-06-05,https://jobright.ai/jobs/info/683bef89ba832780a8fd56d5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY","Newsmax Media, Inc.",501-1000,"Advertising,News",$56000-$56000 /yr,"1. Demonstrable interest in current events, politics, and media
2. Excellent writing and organizational skills, with sharp attention to detail
3. Ability to work in a fast-paced, high-pressure news environment with tight deadlines
4. Strong communication skills and ability to collaborate with multiple departments
5. Familiarity with Microsoft Word, Excel, and Outlook
...",not sure,
Manicurist/ Pedicurist,2025-06-04,https://jobright.ai/jobs/info/683df3ea03306e9ff5198e1e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Gatlinburg, TN",Westgate Resorts,10000+,"Casino,Hospitality",$30-$40 /hr,"1. High school diploma or general education degree (GED)
2. Required State License to work within field (Licensed Cosmetology or Manicurist/Nail Technician College Program)
3. Equivalent combination of education and/or experience
4. Team member must regularly lift and/or move up to 50 pounds
5. Excellent communication skills and the ability to build relationships with guest
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Promenade Shops at Centerra - Denver, CO",2025-06-04,https://jobright.ai/jobs/info/6690594331ee667aa93be80c?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Loveland, CO",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$16-$18 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Columbus Park Golf Course Greenskeeper,2025-06-04,https://jobright.ai/jobs/info/684103049472c9a3a9f45d25?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Chicago, IL",Troon,1001-5000,,$18-$20 /hr,"1. Must possess excellent interpersonal and communication skills
2. Must be highly organized, efficient and detail oriented
3. Must possess the ability to design, coordinate and maintain landscaping on the golf course
4. Must possess the ability to operate all tools and equipment related to golf course maintenance
5. Skilled in seeding, fertilizing, mulching and general ground preparation for restoration and renovation
...",not sure,
Video and Engagement Coordinator - Football,2025-06-04,https://jobright.ai/jobs/info/6840f9b0b3b146380c127b40?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Cedar Falls, IA",University of Northern Iowa,1001-5000,"E-Learning,Higher Education",$24.04-$24.04 /hr,"1. Bachelor’s degree
2. at least one year of experience with video production
3. an understanding of the sport of football in order to video tape correct scouting information, formations and game situations
4. Must abide by the rules of the NCAA, the Missouri Valley Conference, the Missouri Valley Football Conference, and the University of Northern Iowa",not sure,
Content Producer,2025-06-04,https://jobright.ai/jobs/info/6840f778d087bdc43f4e3d46?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Sacramento, CA","Nexstar Media Group, Inc.",10000+,"Broadcasting,Information Services",$21-$21 /hr,"1. Degree in journalism
2. daily newspaper or news site experience required
3. Proficiency in Associated Press style
4. Strong written and verbal communication skills
5. Understanding of design for content management systems, usability and accessibility practice and customer focus are essential
...",not sure,
Content Producer,2025-06-04,https://jobright.ai/jobs/info/6840ecc13fcae41300c09e6b?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,CA-Sacramento;4655 Fruitridge Road (Tribune-KTXL),"Nexstar Media Group, Inc.",10000+,"Broadcasting,Information Services",$21 /hr,"1. Degree in journalism
2. daily newspaper or news site experience required
3. Proficiency in Associated Press style
4. Strong written and verbal communication skills
5. Understanding of design for content management systems, usability and accessibility practice and customer focus are essential",not sure,
"Bench Jeweler - Signet Jewelers - Algonquin Commons - Algonquin, IL",2025-06-04,https://jobright.ai/jobs/info/67086d59d41b0fc00a8a0f2e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Algonquin, IL",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$17-$24 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
Producer,2025-06-04,https://jobright.ai/jobs/info/6823d4f3a8762c2f7361e513?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Washington, DC",Hearst Television,1001-5000,Broadcasting,$65000-$68000 /yr,"1. At least 1-2 years of experience in a local TV newsroom, DC bureau, or a strong college news operation
2. Strong passion for journalism
3. Understanding of how local newsrooms operate each day
4. Knowledge of the basics of newscast production
5. Ability to quickly respond to breaking news
...",not sure,
MULTIMEDIA JOURNALIST - KKCO,2025-06-04,https://jobright.ai/jobs/info/6840e72e07b00d797a861cbe?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Grand Junction, CO",Gray Media,5001-10000,"Broadcasting,Digital Media",$18-$18 /hr,"1. Great communication and people skills
2. Strong organizational, written, and presentation skills
3. Competitive, energetic, and a self-starter with a willingness to learn
4. Enjoy a fast-paced environment with a desire to win
5. Professional appearance is a must
...",not sure,
Piano Accompanist (Part-Time) (STF3100),2025-06-04,https://jobright.ai/jobs/info/68423c848db8637e2a6ca7ea?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Hutchinson, KS",Hutchinson Community College,,,$20-$20 /hr,"1. High school diploma or equivalent required.
2. Facility and acceptable proficiency with piano/keyboard.
3. Ability to perform accompaniments for advanced choral works with a high level of accuracy, as well as the ability to accurately play all combinations of voice parts in rehearsal.
4. Ability to develop and maintain effective professional relationships.
5. Ability to communicate professionally with individuals from diverse ethnic, racial, socioeconomic, gender and disabilities populations.
...",not sure,
Production Associate - Garment Hanger/Inspector,2025-06-04,https://jobright.ai/jobs/info/6840d4125395b806a524f071?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Baltimore, MD
Maple Grove, MN",Cintas,10000+,"Compliance,Manufacturing",$15-$18 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Production Associate - Garment/Linen/Bulk Product Folder - 2nd Shift,2025-06-04,https://jobright.ai/jobs/info/6840d4125395b806a524f07e?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Landover, MD",Cintas,10000+,"Compliance,Manufacturing",$17-$20 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
Production Associate - Utility IV,2025-06-04,https://jobright.ai/jobs/info/6840d4125395b806a524f081?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Baltimore, MD",Cintas,10000+,"Compliance,Manufacturing",$18-$22 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
"Apprentice Jeweler - Signet Jewelers - Memorial City - Houston, TX",2025-06-04,https://jobright.ai/jobs/info/6674168c5535aa1101e32b9f?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Houston, TX",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
Groundskeeper,2025-06-04,https://jobright.ai/jobs/info/6840caaf8f106b145525d87f?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Dearborn Heights, MI
Las Vegas, NV",Havenpark Communities,251-500,"Commercial Real Estate,Real Estate",$18-$21 /hr,"1. You have a high school diploma or GED
2. You have broad experience and knowledge of general maintenance techniques and repair work
3. You are proficient in operating equipment such as power tools and commercial machinery
4. You are able to work outdoors year-round
5. You can lift up to 50 pounds
...",not sure,
Line Cook,2025-06-04,https://jobright.ai/jobs/info/6840b08ac6b3025c6d2cb607?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,United States,Lindblad Expeditions,251-500,"Education,Environmental Consulting",$98-$162.80 /d,"1. Minimum 1 year recent cooking and/or food service experience.
2. Must have the ability to work on their feet in a galley of high temperature for 12-14 hours a day for the duration of the rotation.
3. Must also be able to lift up to 50 pounds on a regular basis, walk up and down multiple flights of stairs while carrying product.
4. Good verbal communication skills.
5. Detail oriented and thorough; able to follow through on assigned tasks.
...",not sure,
Production Associate - Garment Sorter,2025-06-04,https://jobright.ai/jobs/info/68408f910070ce28041768a5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Renton, WA",Cintas,10000+,"Compliance,Manufacturing",$17-$22 /hr,"1. Must be authorized to work in the US.
2. Must be 18 years of age or older.
3. Must adhere to attendance policy.
4. Must be willing to work in a safe proximity to other people for extended periods of time.
5. Must be willing to work in a fast-paced, schedule driven environment where there are time pressures to complete work quickly.
...",no,
